Game_Id;Turn_#;Agent;Time_Limit;Move_Made;List_Of_Moves;Board;Points
661c6bba-1979-4f22-81f0-c0f374aed12e;1;RAND;0;((6, 4), (6, 3));"{(0, 1): [(1, 1)], (1, 1): [(1, 2), (2, 1)], (1, 2): [(2, 2)], (2, 1): [(2, 2)], (2, 2): [(3, 2)], (2, 5): [(2, 6)], (5, 1): [(5, 2)], (4, 2): [(4, 1)], (6, 4): [(6, 3)], (5, 3): [(6, 3)], (0, 3): [(0, 4)]}
";"[[ 61   3  43  61  19  61  61]
 [ 61  61   3   3 199  43  19]
 [  3   3 199 163  61  19 199]
 [ 43  19   3  43  61 163  19]
 [  3  61 163 163 199   3  43]
 [163 199  61  19 199 199  19]
 [ 19  61  61 199   3  61 163]]";120
661c6bba-1979-4f22-81f0-c0f374aed12e;2;RAND;0;((5, 1), (5, 2));"{(0, 1): [(1, 1)], (1, 1): [(1, 2), (2, 1)], (1, 2): [(2, 2)], (2, 1): [(2, 2)], (2, 2): [(3, 2)], (1, 5): [(2, 5)], (2, 4): [(2, 5)], (2, 5): [(2, 6), (3, 5)], (5, 1): [(5, 2)], (4, 2): [(4, 1)], (0, 3): [(0, 4)], (6, 3): [(6, 4)], (6, 2): [(6, 3)]}
";"[[ 61   3  43  61  43  61  61]
 [ 61  61   3   3  19  43  19]
 [  3   3 199 163 199  19 199]
 [ 43  19   3  43  19 163  19]
 [  3  61 163 163 199   3  43]
 [163 199  61  19  61 199  19]
 [ 19  61  61   3  61  61 163]]";180
661c6bba-1979-4f22-81f0-c0f374aed12e;3;RAND;0;((3, 0), (4, 0));"{(2, 1): [(2, 2)], (1, 5): [(2, 5)], (2, 4): [(2, 5)], (2, 5): [(2, 6), (3, 5)], (2, 0): [(3, 0)], (3, 0): [(3, 1), (4, 0)], (4, 0): [(4, 1)], (0, 3): [(0, 4)], (6, 2): [(6, 3)]}
";"[[ 61 199  43  61  43  61  61]
 [ 61 199   3   3  19  43  19]
 [  3  43 199 163 199  19 199]
 [ 43   3   3  43  19 163  19]
 [  3  61 163 163 199   3  43]
 [163   3 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";240
661c6bba-1979-4f22-81f0-c0f374aed12e;4;RAND;0;((0, 3), (0, 4));"{(3, 1): [(3, 2)], (1, 5): [(2, 5)], (2, 4): [(2, 5)], (2, 5): [(2, 6), (3, 5)], (0, 3): [(0, 4)], (6, 2): [(6, 3)]}
";"[[  3 163  19  61  43  61  61]
 [ 61 199  43   3  19  43  19]
 [ 61 199   3 163 199  19 199]
 [  3  43 199  43  19 163  19]
 [ 43  61 163 163 199   3  43]
 [163   3 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";300
661c6bba-1979-4f22-81f0-c0f374aed12e;5;RAND;0;((1, 5), (2, 5));"{(3, 1): [(3, 2)], (1, 5): [(2, 5)], (2, 4): [(2, 5)], (2, 5): [(2, 6), (3, 5)], (6, 2): [(6, 3)]}
";"[[  3 163  19  43 163  43 163]
 [ 61 199  43   3  19  43  19]
 [ 61 199   3 163 199  19 199]
 [  3  43 199  43  19 163  19]
 [ 43  61 163 163 199   3  43]
 [163   3 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";360
661c6bba-1979-4f22-81f0-c0f374aed12e;6;RAND;0;((3, 1), (3, 2));"{(3, 1): [(3, 2)], (6, 2): [(6, 3)]}
";"[[  3 163  19  43 199   3  61]
 [ 61 199  43   3 163  43 163]
 [ 61 199   3 163 199  43 199]
 [  3  43 199  43  19 163  19]
 [ 43  61 163 163 199   3  43]
 [163   3 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";420
661c6bba-1979-4f22-81f0-c0f374aed12e;7;RAND;0;((3, 1), (4, 1));"{(0, 2): [(1, 2)], (3, 1): [(4, 1)], (6, 2): [(6, 3)]}
";"[[  3  43  19  43 199   3  61]
 [ 61 163  43   3 163  43 163]
 [ 61  61   3 163 199  43 199]
 [  3 163  43  43  19 163  19]
 [ 43  61 163 163 199   3  43]
 [163   3 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";480
661c6bba-1979-4f22-81f0-c0f374aed12e;8;RAND;0;((2, 1), (2, 0));"{(0, 2): [(1, 2)], (0, 0): [(0, 1)], (1, 1): [(1, 2)], (1, 2): [(1, 3), (2, 2)], (3, 0): [(3, 1)], (2, 1): [(2, 0)], (4, 0): [(4, 1)], (6, 2): [(6, 3)]}
";"[[  3  61  43  19 199   3  61]
 [ 61  43  19  43 163  43 163]
 [ 61 163  43   3 199  43 199]
 [  3  61   3 163  19 163  19]
 [ 43  61  43  43 199   3  43]
 [163   3 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";780
661c6bba-1979-4f22-81f0-c0f374aed12e;9;RAND;0;((1, 2), (2, 2));"{(2, 2): [(2, 1), (2, 3), (3, 2)], (1, 2): [(2, 2)], (2, 1): [(2, 2)], (4, 1): [(5, 1)], (6, 2): [(6, 3)]}
";"[[ 19  61  43 199 199   3  61]
 [  3 199  43  19 163  43 163]
 [ 61  43  19  43 199  43 199]
 [163 163  43   3  19 163  19]
 [  3  61   3 163 199   3  43]
 [163   3 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";840
661c6bba-1979-4f22-81f0-c0f374aed12e;10;RAND;0;((1, 3), (1, 4));"{(1, 3): [(1, 4)], (2, 4): [(3, 4)], (4, 1): [(5, 1)], (6, 2): [(6, 3)]}
";"[[ 19  43 163  61 199   3  61]
 [  3  61  43 199 163  43 163]
 [ 61 199  19  19 199  43 199]
 [163 163  43   3  19 163  19]
 [  3  61   3 163 199   3  43]
 [163   3 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";900
661c6bba-1979-4f22-81f0-c0f374aed12e;11;RAND;0;((4, 1), (5, 1));"{(2, 4): [(3, 4)], (4, 1): [(5, 1)], (6, 2): [(6, 3)]}
";"[[ 19  43 163  61   3   3  61]
 [  3  61  43 163 199  43 163]
 [ 61 199  19  19   3  43 199]
 [163 163  43   3  19 163  19]
 [  3  61   3 163 199   3  43]
 [163   3 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";1080
661c6bba-1979-4f22-81f0-c0f374aed12e;12;RAND;0;((0, 3), (1, 3));"{(0, 3): [(1, 3)], (0, 1): [(1, 1)], (2, 3): [(3, 3)], (4, 2): [(4, 3)], (6, 2): [(6, 3)]}
";"[[199 163 163  61   3   3  61]
 [ 19  43 163 163 199  43 163]
 [  3  61  43  19   3  43 199]
 [ 61 199  19   3  19 163  19]
 [163 163  43 163 199   3  43]
 [163  61 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";1140
661c6bba-1979-4f22-81f0-c0f374aed12e;13;RAND;0;((2, 3), (3, 3));"{(2, 3): [(3, 3)], (4, 2): [(4, 3)], (6, 2): [(6, 3)]}
";"[[199 163  61 199   3   3  61]
 [ 19  43 163  61 199  43 163]
 [  3  61  43  19   3  43 199]
 [ 61 199  19   3  19 163  19]
 [163 163  43 163 199   3  43]
 [163  61 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";1200
661c6bba-1979-4f22-81f0-c0f374aed12e;14;RAND;0;((6, 2), (6, 3));"{(1, 2): [(2, 2)], (3, 5): [(4, 5)], (4, 2): [(4, 3)], (6, 2): [(6, 3)]}
";"[[199 163 163  19  19   3  61]
 [ 19  43  61 199   3  43 163]
 [  3  61 163  61 199  43 199]
 [ 61 199  43   3   3 163  19]
 [163 163  43 163 199   3  43]
 [163  61 199  19  61 199  19]
 [ 19  19  61   3  61  61 163]]";1260
661c6bba-1979-4f22-81f0-c0f374aed12e;15;RAND;0;((4, 5), (5, 5));"{(4, 5): [(4, 6), (5, 5)], (0, 3): [(0, 4)], (6, 2): [(6, 3)]}
";"[[199 163 163  19 163  61  61]
 [ 19  43  61  19  19   3 163]
 [  3  61 163 199   3  43 199]
 [ 61 199  43  61 199  43  19]
 [163 163  43   3   3 163  43]
 [163  61 199 163 199   3  19]
 [ 19  19   3  19  61 199 163]]";1440
661c6bba-1979-4f22-81f0-c0f374aed12e;16;RAND;0;((3, 4), (3, 3));"{(0, 4): [(1, 4)], (0, 5): [(1, 5)], (3, 4): [(3, 3)], (6, 4): [(6, 5)], (6, 2): [(6, 3)]}
";"[[199   3 163 163  61 199  61]
 [ 19  43  61  19 163  61 163]
 [  3  61 163  19  19   3 199]
 [ 61 199  43 199   3  43  19]
 [163 163  43  61 199  43  43]
 [163  61 199 163 199 163  19]
 [ 19  19   3  19  61 199 163]]";1500
661c6bba-1979-4f22-81f0-c0f374aed12e;17;RAND;0;((0, 5), (1, 5));"{(0, 5): [(1, 5)], (1, 4): [(1, 5)], (4, 4): [(4, 3), (5, 4)], (0, 4): [(1, 4)], (6, 2): [(6, 3)]}
";"[[199   3 163 163  61 199  61]
 [ 19  43  61  19   3  61 163]
 [  3  61 163  19  61   3 199]
 [ 61 199  43   3  61  43  19]
 [163 163  43  61 163  43  43]
 [163  61 199 163  19 163  19]
 [ 19  19   3  19  61 199 163]]";1560
661c6bba-1979-4f22-81f0-c0f374aed12e;18;RAND;0;((4, 4), (5, 4));"{(2, 4): [(2, 5)], (4, 4): [(4, 3), (5, 4)], (0, 4): [(0, 5)], (6, 2): [(6, 3)]}
";"[[199   3 163 163   3 163  43]
 [ 19  43  61  19   3 199 163]
 [  3  61 163  19  61   3 199]
 [ 61 199  43   3  61  43  19]
 [163 163  43  61 163  43  43]
 [163  61 199 163  19 163  19]
 [ 19  19   3  19  61 199 163]]";1620
661c6bba-1979-4f22-81f0-c0f374aed12e;19;RAND;0;((5, 4), (5, 3));"{(1, 2): [(1, 3)], (0, 4): [(1, 4), (0, 3), (0, 5)], (3, 4): [(3, 5)], (5, 4): [(5, 3), (6, 4)], (5, 3): [(5, 4)], (1, 3): [(1, 4)], (6, 2): [(6, 3)]}
";"[[199   3 163   3  43   3  43]
 [ 19  43  61 163   3 163 163]
 [  3  61 163  19   3 199 199]
 [ 61 199  43  19  61   3  19]
 [163 163  43   3  61  43  43]
 [163  61 199  61  19  43  19]
 [ 19  19   3  19  61 199 163]]";2100
